nombre,sexo,url,url_original,foto_local,foto_cdn,foto_credito,partido,periodo,periodo_tiempo,orden_destacado,estado,distrito,fecha_nacimiento,imagen_seo,,,,
González Aguirre Mariano,0,gonzalez-aguirre-mariano,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=314,diputados-federales/LXV-legislatura/gonzalez-aguirre-mariano.jpg,https://live.staticflickr.com/65535/52020932516_3ec0616396_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/167_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,10,Circ. 1,27/julio/1984,https://live.staticflickr.com/65535/52027590128_66f4ce3787_b.jpg,,,,
González Zirión Xavier,0,gonzalez-zirion-xavier,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=53,diputados-federales/LXV-legislatura/gonzalez-zirion-xavier.jpg,https://live.staticflickr.com/65535/52019892702_6cee179f4f_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/408_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 16,24/mayo/1968,https://live.staticflickr.com/65535/52026510902_4bdd085553_b.jpg,,,,
Guajardo Villarreal Ildefonso,0,guajardo-villarreal-ildefonso,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=360,diputados-federales/LXV-legislatura/guajardo-villarreal-ildefonso.jpg,https://live.staticflickr.com/65535/52021188269_875ebcf3aa_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/173_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Circ. 2,19/abril/1957,https://live.staticflickr.com/65535/52027554571_3b95f1417d_b.jpg,,,,
Guerra Castillo Marcela,1,guerra-castillo-marcela,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=191,diputados-federales/LXV-legislatura/guerra-castillo-marcela.jpg,https://live.staticflickr.com/65535/52020932541_019ae8391c_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/083_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 5,7/noviembre/1959,https://live.staticflickr.com/65535/52028068405_202b8da127_b.jpg,,,,
Guerrero Esquivel Fuensanta Guadalupe,1,guerrero-esquivel-fuensanta-guadalupe,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=357,diputados-federales/LXV-legislatura/guerrero-esquivel-fuensanta-guadalupe.jpg,https://live.staticflickr.com/65535/52021450465_137541ee6a_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/210_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,32,Circ. 2,18/enero/1996,https://live.staticflickr.com/65535/52027801819_8bff477e9b_b.jpg,,,,
Gutiérrez Jardón José Antonio,0,gutierrez-jardon-jose-antonio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=66,diputados-federales/LXV-legislatura/gutierrez-jardon-jose-antonio.jpg,https://live.staticflickr.com/65535/52021450470_ae85788d9f_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/067_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Dtto. 5,18/mayo/1966,https://live.staticflickr.com/65535/52027591398_8570a1d9ac_b.jpg,,,,
Haro Ramírez Laura Lorena,1,haro-ramirez-laura-lorena,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=309,diputados-federales/LXV-legislatura/haro-ramirez-laura-lorena.jpg,https://live.staticflickr.com/65535/52021450490_009d813af9_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/194_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,13/mayo/1987,https://live.staticflickr.com/65535/52028068335_125f8b4788_b.jpg,,,,
Hernández Deras Ismael Alfredo,0,hernandez-deras-ismael-alfredo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=310,diputados-federales/LXV-legislatura/hernandez-deras-ismael-alfredo.jpg,https://live.staticflickr.com/65535/52021188294_44eec09ded_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/375_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,10,Circ. 1,20/febrero/1964,https://live.staticflickr.com/65535/52027591738_fed3875d7f_b.jpg,,,,
Hernández Pérez Johana Montcerrat,1,hernandez-perez-johana-montcerrat,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=477,diputados-federales/LXV-legislatura/hernandez-perez-johana-montcerrat.jpg,https://live.staticflickr.com/65535/52020932586_8d71399a1d_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/190_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,14,Circ. 5,8/mayo/1989,https://live.staticflickr.com/65535/52027800049_559f3a8fcc_b.jpg,,,,
Hernández Zetina Hiram,0,hernandez-zetina-hiram,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=312,diputados-federales/LXV-legislatura/hernandez-zetina-hiram.jpg,https://live.staticflickr.com/65535/52020974928_7de7343380_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/195_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,6,Circ. 1,7/abril/1994,https://live.staticflickr.com/65535/52027591718_f4dabd1895_b.jpg,,,,
Herrera Anzaldo Ana Lilia,1,herrera-anzaldo-ana-lilia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=152,diputados-federales/LXV-legislatura/herrera-anzaldo-ana-lilia.jpg,https://live.staticflickr.com/65535/52020974933_b0cee88ef4_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/084_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 27,29/agosto/1971,https://live.staticflickr.com/65535/52027591593_f7e27c762b_b.jpg,,,,
Hinojosa Madrigal Jaqueline,1,hinojosa-madrigal-jaqueline,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=892,diputados-federales/LXV-legislatura/hinojosa-madrigal-jaqueline.jpg,https://live.staticflickr.com/65535/52020932601_1e6968ab23_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/522_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,31,Circ. 3,11/junio/1989,https://live.staticflickr.com/65535/52027801709_09b6cfe066_b.jpg,,,,
Iriarte Mercado Carlos,0,iriarte-mercado-carlos,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=470,diputados-federales/LXV-legislatura/iriarte-mercado-carlos.jpg,https://live.staticflickr.com/65535/52020974953_239bdee00a_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/054_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,4/enero/1967,https://live.staticflickr.com/65535/52027554376_44934de73c_b.jpg,,,,
Jaimes Albarrán Jazmín,0,jaimes-albarran-jazmin,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=161,diputados-federales/LXV-legislatura/jaimes-albarran-jazmin.jpg,https://live.staticflickr.com/65535/52019892722_1881492a66_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/151_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 36,28/noviembre/1985,https://live.staticflickr.com/65535/52026509052_45be188dfd_b.jpg,,,,
Jiménez Aquino Lázaro Cuauhtémoc,0,jimenez-aquino-lazaro-cuauhtemoc,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=434,diputados-federales/LXV-legislatura/jimenez-aquino-lazaro-cuauhtemoc.jpg,https://live.staticflickr.com/65535/52021450580_3c93b7288e_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/055_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,21,Circ. 4,28/abril/1973,https://live.staticflickr.com/65535/52028068270_1d76fb726b_b.jpg,,,,
López Castro Cynthia Iliana,1,lopez-castro-cynthia-iliana,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=433,diputados-federales/LXV-legislatura/lopez-castro-cynthia-iliana.jpg,https://live.staticflickr.com/65535/52021188804_3037b6b915_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/036_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,18/febrero/1987,https://live.staticflickr.com/65535/52026510512_1d9b8c869f_b.jpg,,,,
López García Roberto Carlos,0,lopez-garcia-roberto-carlos,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=174,diputados-federales/LXV-legislatura/lopez-garcia-roberto-carlos.jpg,https://live.staticflickr.com/65535/52019893207_1d6a48531f_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/078_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Dtto. 8,6/octubre/1973,https://live.staticflickr.com/65535/52027554296_b3485573ce_b.jpg,,,,
Medina Ramírez Tereso,0,medina-ramirez-tereso,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=362,diputados-federales/LXV-legislatura/medina-ramirez-tereso.jpg,https://live.staticflickr.com/65535/52021188889_15c9b0d74d_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/201_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Circ. 2,15/octubre/1962,https://live.staticflickr.com/65535/52027801494_bb69339bc4_b.jpg,,,,
Méndez Márquez Victoria Eugenia,1,mendez-marquez-victoria-eugenia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=967,diputados-federales/LXV-legislatura/mendez-marquez-victoria-eugenia.jpg,https://live.staticflickr.com/65535/52020933166_571f27d8c9_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/523_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,14,Circ. 5,26/marzo/1961,https://live.staticflickr.com/65535/52027801429_7f2cba36b0_b.jpg,,,,
Mendoza Bustamante Marco Antonio,0,mendoza-bustamante-marco-antonio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=472,diputados-federales/LXV-legislatura/mendoza-bustamante-marco-antonio.jpg,https://live.staticflickr.com/65535/52019893307_53486ca512_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/146_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,14,Circ. 5,15/enero/1986,https://live.staticflickr.com/65535/52027591363_674482ebd5_b.jpg,,,,
Moreira Valdez Rubén Ignacio,0,moreira-valdez-ruben-ignacio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=356,diputados-federales/LXV-legislatura/moreira-valdez-ruben-ignacio.jpg,https://live.staticflickr.com/65535/52020975533_c86fd8ea4e_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/179_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,8,Circ. 2,18/abril/1963,https://live.staticflickr.com/65535/52027801399_623a71eab4_b.jpg,,,,
Moreno Cárdenas Rafael Alejandro,0,moreno-cardenas-rafael-alejandro,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=430,diputados-federales/LXV-legislatura/moreno-cardenas-rafael-alejandro.jpg,https://live.staticflickr.com/65535/52020975538_c5fe3a547c_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/052_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,96,7,Circ. 4,25/abril/1975,https://live.staticflickr.com/65535/52026510292_ccaf0446bb_b.jpg,,,,
Murat Hinojosa Eduardo Enrique,0,murat-hinojosa-eduardo-enrique,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=432,diputados-federales/LXV-legislatura/murat-hinojosa-eduardo-enrique.jpg,https://live.staticflickr.com/65535/52021188919_af42d3a035_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/212_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,17,Circ. 4,29/agosto/1980,https://live.staticflickr.com/65535/52026510277_81215e9a62_b.jpg,,,,
Piñón Rivera Lorena,1,pinon-rivera-lorena,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=390,diputados-federales/LXV-legislatura/pinon-rivera-lorena.jpg,https://live.staticflickr.com/65535/52020976133_2d009a060e_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/214_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,30,Circ. 3,27/enero/1984,https://live.staticflickr.com/65535/52027589983_89e5a35704_b.jpg,,,,
Rodríguez Muñoz Reynel,0,rodriguez-munoz-reynel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=90,diputados-federales/LXV-legislatura/rodriguez-munoz-reynel.jpg,https://live.staticflickr.com/65535/52020933936_915f1e4d77_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/066_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,13,Dtto. 1,7/enero/1972,https://live.staticflickr.com/65535/52028066370_17b715ea03_b.jpg,,,,
Ruiz Sandoval Cristina,1,ruiz-sandoval-cristina,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=469,diputados-federales/LXV-legislatura/ruiz-sandoval-cristina.jpg,https://live.staticflickr.com/65535/52021189584_790b9692f9_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/144_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Circ. 5,23/octubre/1972,https://live.staticflickr.com/65535/52027589953_9d885d76b9_b.jpg,,,,
Sámano Peralta Miguel,0,samano-peralta-miguel,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=126,diputados-federales/LXV-legislatura/samano-peralta-miguel.jpg,https://live.staticflickr.com/65535/52019893937_8920b78af5_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/045_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 1,23/mayo/1966,https://live.staticflickr.com/65535/52027800754_7fb7bbbde7_b.jpg,,,,
Sánchez Ramos Paloma,1,sanchez-ramos-paloma,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=311,diputados-federales/LXV-legislatura/sanchez-ramos-paloma.jpg,https://live.staticflickr.com/65535/52020976238_1679800fc3_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/218_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,95,25,Circ. 1,27/diciembre/1985,https://live.staticflickr.com/65535/52027799899_6b6f6e3fbc_b.jpg,,,,
Serrano Maldonado María Elena,1,serrano-maldonado-ma-elena,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=475,diputados-federales/LXV-legislatura/serrano-maldonado-ma-elena.jpg,https://live.staticflickr.com/65535/52020976248_f9d2f607ec_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/217_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,16,Circ. 5,16/julio/1958,https://live.staticflickr.com/65535/52028067150_659eab60ca_b.jpg,,,,
Vargas Camacho Melissa Estefanía,1,vargas-camacho-melissa-estefania,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=151,diputados-federales/LXV-legislatura/vargas-camacho-melissa-estefania.jpg,https://live.staticflickr.com/65535/52020934066_5ba7fd3f6a_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/079_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 26,19/diciembre/1979,https://live.staticflickr.com/65535/52027590433_7b3a51a46f_b.jpg,,,,
Vargas Rodríguez Sayonara,1,vargas-rodriguez-sayonara,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=99,diputados-federales/LXV-legislatura/vargas-rodriguez-sayonara.jpg,https://live.staticflickr.com/65535/52020934071_36f068f287_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/073_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,14,Dtto. 1,26/septiembre/1969,https://live.staticflickr.com/65535/52028066920_c2c491e599_b.jpg,,,,
Villaseñor Dávila Maribel Guadalupe,0,villasenor-davila-maribel-guadalupe,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=39,diputados-federales/LXV-legislatura/villasenor-davila-maribel-guadalupe.jpg,https://live.staticflickr.com/65535/52020976328_0e1705f74d_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/068_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 2,15/febrero/1983,https://live.staticflickr.com/65535/52028066870_974fb9ab5b_b.jpg,,,,
Yunes Zorrilla José Francisco,0,yunes-zorrilla-jose-francisco,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=280,diputados-federales/LXV-legislatura/yunes-zorrilla-jose-francisco.jpg,https://live.staticflickr.com/65535/52020934106_9668bef242_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/086_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,30,Dtto. 9,25/septiembre/1969,https://live.staticflickr.com/65535/52028066860_94085f4897_b.jpg,,,,
Zarzosa Sánchez Eduardo,0,zarzosa-sanchez-eduardo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=134,diputados-federales/LXV-legislatura/zarzosa-sanchez-eduardo.jpg,https://live.staticflickr.com/65535/52021189719_41252581fd_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/049_foto_chica.jpg,2,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 9,16/diciembre/1973,https://live.staticflickr.com/65535/52026509437_5b8c197bd7_b.jpg,,,,
Gamiño García Rocío Alexis,1,gamino-garcia-rocio-alexis,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=631,diputados-federales/LXV-legislatura/gamino-garcia-rocio-alexis.jpg,https://live.staticflickr.com/65535/52020974793_83eb7e8e10_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/504_foto_chica.jpg,5,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,11,Dtto. 6,16/junio/1988,https://live.staticflickr.com/65535/52028068670_5a16fd4c6d_b.jpg,,,,
Pintos Caballero Andrés,0,pintos-caballero-andres,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=193,diputados-federales/LXV-legislatura/pintos-caballero-andres.jpg,https://live.staticflickr.com/65535/52020976138_0fecef331f_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/021_foto_chica.jpg,5,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Dtto. 7,24/marzo/1976,https://live.staticflickr.com/65535/52027592448_17524819db_b.jpg,,,,
Álvarez Máynez Jorge,0,alvarez-maynez-jorge,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=320,diputados-federales/LXV-legislatura/alvarez-maynez-jorge.jpg,https://live.staticflickr.com/65535/52019891037_2a2a4d3157_h.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/185_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,8/julio/1985,https://live.staticflickr.com/65535/52028069410_d46f5e0676_b.jpg,,,,
Álvarez Solis Maria Asención,1,alvarez-solis-maria-asencion,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=117,diputados-federales/LXV-legislatura/alvarez-solis-maria-asencion.jpg,https://live.staticflickr.com/65535/52020973153_8200cab50d_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/154_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 12,4/diciembre/1950,https://live.staticflickr.com/65535/52026511942_58f8e0712e_b.jpg,,,,
Banquells Núñez María Del Rocío,1,banquells-nunez-maria-del-rocio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=51,diputados-federales/LXV-legislatura/banquells-nunez-maria-del-rocio.jpg,https://live.staticflickr.com/65535/52020930976_1304a5405d_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/041_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Dtto. 14,22/junio/1958,https://live.staticflickr.com/65535/52027802644_13ff51468b_b.jpg,,,,
Barrera Sepúlveda Sergio,0,barrera-sepulveda-sergio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=118,diputados-federales/LXV-legislatura/barrera-sepulveda-sergio.jpg,https://live.staticflickr.com/65535/52021449005_f52dd48748_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/159_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 13,1/septiembre/1982,https://live.staticflickr.com/65535/52028068725_7000d6c68c_b.jpg,,,,
Basave Alanís Agustín Carlos,0,basave-alanis-agustin-carlos,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=368,diputados-federales/LXV-legislatura/basave-alanis-agustin-carlos.jpg,https://live.staticflickr.com/65535/52021449015_c85fa6ba0c_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/143_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Circ. 2,21/octubre/1983,https://live.staticflickr.com/65535/52027800929_91769e316d_b.jpg,,,,
Caro Cabrera Salvador,0,caro-cabrera-salvador,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=322,diputados-federales/LXV-legislatura/caro-cabrera-salvador.jpg,https://live.staticflickr.com/65535/52020931016_ccab9f12c6_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/177_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,21/noviembre/1970,https://live.staticflickr.com/65535/52027801979_e46a14f26a_b.jpg,,,,
Chávez Pérez María Leticia,1,chavez-perez-maria-leticia,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=119,diputados-federales/LXV-legislatura/chavez-perez-maria-leticia.jpg,https://live.staticflickr.com/65535/52020974193_e33b5186c1_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/156_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 14,27/septiembre/1967,https://live.staticflickr.com/65535/52027555036_55eec5016a_b.jpg,,,,
Chertorivski Woldenberg Salomon,0,chertorivski-woldenberg-salomon,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=443,diputados-federales/LXV-legislatura/chertorivski-woldenberg-salomon.jpg,https://live.staticflickr.com/65535/52021449835_a2fcb5c8e6_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/166_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,7,Circ. 4,28/septiembre/1974,https://live.staticflickr.com/65535/52028068905_eb26decfbe_b.jpg,,,,
De la Garza Garza Arturo Bonifacio,0,de-la-garza-garza-arturo-bonifacio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=370,diputados-federales/LXV-legislatura/de-la-garza-garza-arturo-bonifacio.jpg,https://live.staticflickr.com/65535/52020974233_4d31b54445_z.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/135_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,19,Circ. 2,25/marzo/1988,https://live.staticflickr.com/65535/52028068775_968f67641e_b.jpg,,,,
Fernández Castillo Horacio,0,fernandez-castillo-horacio,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=115,diputados-federales/LXV-legislatura/fernandez-castillo-horacio.jpg,https://live.staticflickr.com/65535/52019892127_f795267eba_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/161_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 10,13/septiembre/1958,https://live.staticflickr.com/65535/52027552846_e9140541c1_b.jpg,,,,
Flores Gómez Mirza,1,flores-gomez-mirza,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=319,diputados-federales/LXV-legislatura/flores-gomez-mirza.jpg,https://live.staticflickr.com/65535/52020931976_e2ce5c0624_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/157_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Circ. 1,27/junio/1973,https://live.staticflickr.com/65535/52027554841_8a3ddd3d37_b.jpg,,,,
García Medina Amalia Dolores,1,garcia-medina-amalia-dolores,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=369,diputados-federales/LXV-legislatura/garcia-medina-amalia-dolores.jpg,https://live.staticflickr.com/65535/52021450410_a45dc1f929_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/168_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,32,Circ. 2,6/octubre/1951,https://live.staticflickr.com/65535/52028068650_865311f25c_b.jpg,,,,
Garza Marín José Mauro,0,garza-marin-jose-mauro,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=113,diputados-federales/LXV-legislatura/garza-marin-jose-mauro.jpg,https://live.staticflickr.com/65535/52019892632_8ba946f7d7_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/158_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,15,Dtto. 8,22/marzo/1979,https://live.staticflickr.com/65535/52028067600_b170424897_b.jpg,,,,
Gaudiano Rovirosa Gerardo,0,gaudiano-rovirosa-gerardo,http://sitl.diputados.gob.mx/LXV_leg/curricula.php?dipt=403,diputados-federales/LXV-legislatura/gaudiano-rovirosa-gerardo.jpg,https://live.staticflickr.com/65535/52020932486_e12dec5319_c.jpg,http://sitl.diputados.gob.mx/LXV_leg/fotos_lxvconfondo/145_foto_chica.jpg,4,LXV Legislatura,1 Septiembre 2021 - 31 Agosto de 2024,0,27,Circ. 3,10/enero/1981,https://live.staticflickr.com/65535/52026510327_42c006605d_b.jpg,,,,
